level3_species,level2_genus,level1_family,level0,species_key
Cinnamomum archboldianum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4178024
Cinnamomum arfakense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177973
Cinnamomum aromaticum,Cinnamomum,Lauraceae, Evergreen Broadleaf,3033982
Cinnamomum assamicum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177883
Cinnamomum aubletii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177875
Cinnamomum aureofulvum,Cinnamomum,Lauraceae, Evergreen Broadleaf,7367440
Cinnamomum austrosinense,Cinnamomum,Lauraceae, Evergreen Broadleaf,6135894
Cinnamomum austro-sinensis,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177836
Cinnamomum bamoense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177744
Cinnamomum beccarii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177670
Cinnamomum bhamoensis,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177629
Cinnamomum bhaskarii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177620
Cinnamomum birmanicum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177592
Cinnamomum bishnupadae,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177580
Cinnamomum blandfordii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177571
Cinnamomum blumei,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177559
Cinnamomum bonii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177515
Cinnamomum borneense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177485
Cinnamomum brachythyrsum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177447
Cinnamomum calciphilum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177281
Cinnamomum cambodianum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177228
Cinnamomum cappara-coronde,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177142
Cinnamomum caryophyllus,Cinnamomum,Lauraceae, Evergreen Broadleaf,4177089
Cinnamomum cebuense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176960
Cinnamomum celebicum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176939
Cinnamomum chantinii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176892
Cinnamomum chartophyllum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176879
Cinnamomum chekiangense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176844
Cinnamomum chemungianum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176834
Cinnamomum citriodorum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176661
Cinnamomum clemensii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4178869
Cinnamomum contractum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4178954
Cinnamomum cordatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4178980
Cinnamomum corneri,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176583
Cinnamomum crassinervium,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176519
Cinnamomum crenulicupulum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176509
Cinnamomum culilaban,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176468
Cinnamomum cupulatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176426
Cinnamomum curtisii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176418
Cinnamomum curvifolium,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176408
Cinnamomum cuspidatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176399
Cinnamomum daphnoides,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176378
Cinnamomum decaisnei,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176359
Cinnamomum decourtilzii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176338
Cinnamomum degeneri,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176327
Cinnamomum deschampsii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176290
Cinnamomum doederleinii,Cinnamomum,Lauraceae, Evergreen Broadleaf,7304151
Cinnamomum dubium,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176201
Cinnamomum durifruticeticola,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176181
Cinnamomum ebaloi,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176169
Cinnamomum ellipticifolium,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176110
Cinnamomum englerianum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4176065
Cinnamomum eugenoliferum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4175958
Cinnamomum filipedicellatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4175887
Cinnamomum fitianum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4175851
Cinnamomum foveolatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4175812
Cinnamomum frodinii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4175801
Cinnamomum gaudichaudii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4175761
Cinnamomum gigaphyllum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4175751
Cinnamomum glanduliferum,Cinnamomum,Lauraceae, Evergreen Broadleaf,7580207
Cinnamomum glaucescens,Cinnamomum,Lauraceae, Evergreen Broadleaf,4175703
Cinnamomum glauciphyllum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4175693
Cinnamomum goaense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4175635
Cinnamomum grandiflorum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4183494
Cinnamomum heyneanum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4183279
Cinnamomum ilicioides,Cinnamomum,Lauraceae, Evergreen Broadleaf,4183219
Cinnamomum iners,Cinnamomum,Lauraceae, Evergreen Broadleaf,8028551
Cinnamomum jensenianum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4183066
Cinnamomum kami,Cinnamomum,Lauraceae, Evergreen Broadleaf,4183003
Cinnamomum keralaense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182969
Cinnamomum kerangas,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182961
Cinnamomum kerrii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182950
Cinnamomum kinabaluense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182913
Cinnamomum kingdon-wardii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182903
Cinnamomum kotoense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182883
Cinnamomum kunstleri,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182856
Cinnamomum kwangtungense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182844
Cinnamomum ledermannii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182766
Cinnamomum longipaniculatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182556
Cinnamomum longipedicellatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,7569349
Cinnamomum longipetiolatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182532
Cinnamomum loureiroi,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182513
Cinnamomum macrocarpum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182450
Cinnamomum macrophyllum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182439
Cinnamomum mairei,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182397
Cinnamomum malabatrum,Cinnamomum,Lauraceae, Evergreen Broadleaf,7845827
Cinnamomum melliodorum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182170
Cinnamomum mendozae,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182161
Cinnamomum mercadoi,Cinnamomum,Lauraceae, Evergreen Broadleaf,4182152
Cinnamomum micranthum,Cinnamomum,Lauraceae, Evergreen Broadleaf,7304647
Cinnamomum microphyllum,Cinnamomum,Lauraceae, Evergreen Broadleaf,7621096
Cinnamomum migao,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181992
Cinnamomum mollifolium,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181937
Cinnamomum mollissimum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181929
Cinnamomum myrianthum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181884
Cinnamomum nalingway,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181873
Cinnamomum osmophloeum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181555
Cinnamomum ovalauense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181546
Cinnamomum ovalifolium,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181525
Cinnamomum pachyphyllum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181488
Cinnamomum paiei,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181439
Cinnamomum paraneuron,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181350
Cinnamomum parthenoxylon,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181342
Cinnamomum pedatinervium,Cinnamomum,Lauraceae, Evergreen Broadleaf,7995601
Cinnamomum pendulum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181205
Cinnamomum percoriaceum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181181
Cinnamomum perglabrum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181168
Cinnamomum petiolatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181133
Cinnamomum philippinense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181118
Cinnamomum pingbienense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181064
Cinnamomum piniodorum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181057
Cinnamomum pittosporoides,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181033
Cinnamomum platyphyllum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181026
Cinnamomum podagricum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4181009
Cinnamomum polderi,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180993
Cinnamomum politum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180982
Cinnamomum polyadelphum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180975
Cinnamomum porphyrospermum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180932
Cinnamomum propinquum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180887
Cinnamomum pseudopedunculatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180859
Cinnamomum pyrifolium,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180790
Cinnamomum racemosum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180763
Cinnamomum reticulatum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180681
Cinnamomum rhynchophyllum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180643
Cinnamomum riparium,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180573
Cinnamomum rivulorum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180565
Cinnamomum rosselianum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180542
Cinnamomum rupestre,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180495
Cinnamomum sancti-caroli,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180410
Cinnamomum saxatile,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180382
Cinnamomum scortechinii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180356
Cinnamomum septentrionale,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180291
Cinnamomum sessilifolium,Cinnamomum,Lauraceae, Evergreen Broadleaf,3033981
Cinnamomum sinharajaense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180143
Cinnamomum sintoc,Cinnamomum,Lauraceae, Evergreen Broadleaf,7507653
Cinnamomum soegengii,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180078
Cinnamomum solomonense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4180060
Cinnamomum subaveniopsis,Cinnamomum,Lauraceae, Evergreen Broadleaf,4179963
Cinnamomum sublanuginosum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4179932
Cinnamomum subsericeum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4179923
Cinnamomum subtetrapterum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4179891
Cinnamomum sulavesianum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4179868
Cinnamomum sulphuratum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4179847
Cinnamomum sumatranum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4179834
Cinnamomum suvrae,Cinnamomum,Lauraceae, Evergreen Broadleaf,4179825
Cinnamomum tahijanum,Cinnamomum,Lauraceae, Evergreen Broadleaf,4179807
Cinnamomum talawaense,Cinnamomum,Lauraceae, Evergreen Broadleaf,4179788
Cinnamomum tamala,Cinnamomum,Lauraceae, Evergreen Broadleaf,9128079
